word,count
well,look,and,1
look,and,see,1
and,see,what,1
what,was,on,1
was,on,the,1
top,of,it,1
of,it,She,1
it,She,stretched,1
She,stretched,herself,1
stretched,herself,up,1
herself,up,on,1
up,on,tiptoe,1
on,tiptoe,and,1
tiptoe,and,peeped,1
and,peeped,over,1
peeped,over,the,1
over,the,edge,1
edge,of,the,1
of,the,mushroom,1
mushroom,and,her,1
her,eyes,immediately,1
eyes,immediately,met,1
immediately,met,those,1
met,those,of,1
those,of,a,1
of,a,large,1
a,large,caterpillar,1
large,caterpillar,that,1
caterpillar,that,was,1
that,was,sitting,1
the,top,with,1
top,with,its,1
with,its,arms,1
its,arms,folded,1
arms,folded,quietly,1
folded,quietly,smoking,1
quietly,smoking,a,1
smoking,a,long,1
a,long,hookah,1
long,hookah,and,1
hookah,and,taking,1
and,taking,not,1
taking,not,the,1
the,smallest,notice,1
smallest,notice,of,1
of,her,or,1
her,or,of,1
or,of,anything,1
of,anything,else,1
anything,else,CHAPTER,1
else,CHAPTER,V,1
CHAPTER,V,Advice,1
V,Advice,from,1
Advice,from,a,1
from,a,Caterpillar,1
a,Caterpillar,The,1
Caterpillar,The,Caterpillar,1
The,Caterpillar,and,1
Caterpillar,and,Alice,1
looked,at,each,1
at,each,other,1
each,other,for,1
other,for,some,1
some,time,in,1
time,in,silence,1
in,silence,at,1
silence,at,last,1
at,last,the,1
last,the,Caterpillar,1
mouth,and,addressed,1
and,addressed,her,1
addressed,her,in,1
her,in,a,1
in,a,languid,1
a,languid,sleepy,1
languid,sleepy,voice,1
sleepy,voice,Who,1
voice,Who,are,1
are,YOU,said,1
YOU,said,the,1
the,Caterpillar,This,1
Caterpillar,This,was,1
This,was,not,1
was,not,an,1
not,an,encouraging,1
an,encouraging,opening,1
encouraging,opening,for,1
opening,for,a,1
for,a,conversation,1
a,conversation,Alice,1
conversation,Alice,replied,1
Alice,replied,rather,1
replied,rather,shyly,1
rather,shyly,II,1
shyly,II,hardly,1
II,hardly,know,1
hardly,know,sir,1
know,sir,just,1
sir,just,at,1
just,at,presentat,1
at,presentat,least,1
presentat,least,I,1
least,I,know,1
I,know,who,1
know,who,I,1
who,I,WAS,1
I,WAS,when,1
WAS,when,I,1
this,morning,but,1
morning,but,I,1
but,I,think,1
think,I,must,1
been,changed,several,1
changed,several,times,1
several,times,since,1
times,since,then,1
since,then,What,1
then,What,do,1
do,you,mean,1
you,mean,by,1
mean,by,that,1
by,that,said,1
the,Caterpillar,sternly,1
Caterpillar,sternly,Explain,1
sternly,Explain,yourself,1
Explain,yourself,I,1
yourself,I,cant,1
I,cant,explain,1
cant,explain,MYSELF,1
explain,MYSELF,Im,1
MYSELF,Im,afraid,1
Im,afraid,sir,1
afraid,sir,said,1
said,Alice,because,1
Alice,because,Im,1
because,Im,not,1
Im,not,myself,1
not,myself,you,1
myself,you,see,1
you,see,I,1
see,I,dont,1
dont,see,said,1
the,Caterpillar,Im,1
Caterpillar,Im,afraid,1
afraid,I,cant,1
I,cant,put,1
cant,put,it,1
put,it,more,1
it,more,clearly,1
more,clearly,Alice,1
clearly,Alice,replied,1
replied,very,politely,1
very,politely,for,1
politely,for,I,1
for,I,cant,1
I,cant,understand,1
cant,understand,it,1
understand,it,myself,1
it,myself,to,1
myself,to,begin,1
begin,with,and,1
with,and,being,1
and,being,so,1
being,so,many,1
so,many,different,1
many,different,sizes,1
different,sizes,in,1
sizes,in,a,1
a,day,is,1
day,is,very,1
is,very,confusing,1
very,confusing,It,1
confusing,It,isnt,1
It,isnt,said,1
isnt,said,the,1
Well,perhaps,you,1
perhaps,you,havent,1
you,havent,found,1
havent,found,it,1
found,it,so,1
it,so,yet,1
so,yet,said,1
yet,said,Alice,1
Alice,but,when,1
but,when,you,1
when,you,have,1
you,have,to,1
have,to,turn,1
into,a,chrysalisyou,1
a,chrysalisyou,will,1
chrysalisyou,will,some,1
will,some,day,1
some,day,you,1
day,you,knowand,1
you,knowand,then,1
knowand,then,after,1
then,after,that,1
after,that,into,1
that,into,a,1
into,a,butterfly,1
a,butterfly,I,1
butterfly,I,should,1
should,think,youll,1
think,youll,feel,1
youll,feel,it,1
feel,it,a,1
it,a,little,1
a,little,queer,1
little,queer,wont,1
queer,wont,you,1
wont,you,Not,1
you,Not,a,1
Not,a,bit,1
Well,perhaps,your,1
perhaps,your,feelings,1
your,feelings,may,1
feelings,may,be,1
may,be,different,1
be,different,said,1
different,said,Alice,1
said,Alice,all,1
Alice,all,I,1
all,I,know,1
know,is,it,1
is,it,would,1
it,would,feel,1
would,feel,very,1
feel,very,queer,1
very,queer,to,1
queer,to,ME,1
to,ME,You,1
ME,You,said,1
You,said,the,1
the,Caterpillar,contemptuously,1
Caterpillar,contemptuously,Who,1
contemptuously,Who,are,1
are,YOU,Which,1
YOU,Which,brought,1
Which,brought,them,1
brought,them,back,1
them,back,again,1
back,again,to,1
again,to,the,1
beginning,of,the,1
of,the,conversation,1
the,conversation,Alice,1
conversation,Alice,felt,1
a,little,irritated,1
little,irritated,at,1
irritated,at,the,1
at,the,Caterpillars,1
the,Caterpillars,making,1
Caterpillars,making,such,1
making,such,VERY,1
such,VERY,short,1
VERY,short,remarks,1
short,remarks,and,1
remarks,and,she,1
and,she,drew,1
she,drew,herself,1
drew,herself,up,1
herself,up,and,1
and,said,very,1
said,very,gravely,1
very,gravely,I,1
gravely,I,think,1
think,you,ought,1
you,ought,to,1
ought,to,tell,1
tell,me,who,1
me,who,YOU,1
who,YOU,are,1
YOU,are,first,1
are,first,Why,1
first,Why,said,1
the,Caterpillar,Here,1
Caterpillar,Here,was,1
Here,was,another,1
was,another,puzzling,1
another,puzzling,question,1
puzzling,question,and,1
question,and,as,1
and,as,Alice,1
as,Alice,could,1
think,of,any,1
of,any,good,1
any,good,reason,1
good,reason,and,1
reason,and,as,1
as,the,Caterpillar,1
the,Caterpillar,seemed,1
Caterpillar,seemed,to,1
to,be,in,1
be,in,a,1
in,a,VERY,1
a,VERY,unpleasant,1
VERY,unpleasant,state,1
unpleasant,state,of,1
state,of,mind,1
of,mind,she,1
mind,she,turned,1
she,turned,away,1
turned,away,Come,1
away,Come,back,1
Come,back,the,1
back,the,Caterpillar,1
the,Caterpillar,called,1
Caterpillar,called,after,1
called,after,her,1
after,her,Ive,1
her,Ive,something,1
Ive,something,important,1
something,important,to,1
important,to,say,1
to,say,This,1
say,This,sounded,1
This,sounded,promising,1
sounded,promising,certainly,1
promising,certainly,Alice,1
certainly,Alice,turned,1
Alice,turned,and,1
turned,and,came,1
and,came,back,1
came,back,again,1
back,again,Keep,1
again,Keep,your,1
Keep,your,temper,1
your,temper,said,1
temper,said,the,1
the,Caterpillar,Is,1
Caterpillar,Is,that,1
Is,that,all,1
that,all,said,1
said,Alice,swallowing,1
Alice,swallowing,down,1
swallowing,down,her,1
down,her,anger,1
her,anger,as,1
anger,as,well,1
she,could,No,1
could,No,said,1
No,said,the,1
Caterpillar,Alice,thought,1
as,well,wait,1
well,wait,as,1
wait,as,she,1
she,had,nothing,1
had,nothing,else,1
do,and,perhaps,1
and,perhaps,after,1
perhaps,after,all,1
after,all,it,1
all,it,might,1
it,might,tell,1
might,tell,her,1
her,something,worth,1
something,worth,hearing,1
worth,hearing,For,1
hearing,For,some,1
some,minutes,it,1
minutes,it,puffed,1
it,puffed,away,1
puffed,away,without,1
away,without,speaking,1
without,speaking,but,1
speaking,but,at,1
but,at,last,1
last,it,unfolded,1
it,unfolded,its,1
unfolded,its,arms,1
its,arms,took,1
arms,took,the,1
its,mouth,again,1
mouth,again,and,1
again,and,said,1
and,said,So,1
said,So,you,1
So,you,think,1
you,think,youre,1
think,youre,changed,1
youre,changed,do,1
changed,do,you,1
do,you,Im,1
you,Im,afraid,1
afraid,I,am,1
I,am,sir,1
am,sir,said,1
Alice,I,cant,1
cant,remember,things,1
remember,things,as,1
things,as,I,1
as,I,usedand,1
I,usedand,I,1
usedand,I,dont,1
I,dont,keep,1
dont,keep,the,1
keep,the,same,1
same,size,for,1
size,for,ten,1
for,ten,minutes,1
ten,minutes,together,1
minutes,together,Cant,1
together,Cant,remember,1
Cant,remember,WHAT,1
remember,WHAT,things,1
WHAT,things,said,1
things,said,the,1
Caterpillar,Well,Ive,1
Well,Ive,tried,1
Ive,tried,to,1
tried,to,say,1
to,say,HOW,1
say,HOW,DOTH,1
HOW,DOTH,THE,1
DOTH,THE,LITTLE,1
THE,LITTLE,BUSY,1
LITTLE,BUSY,BEE,1
BUSY,BEE,but,1
BEE,but,it,1
but,it,all,1
it,all,came,1
came,different,Alice,1
different,Alice,replied,1
a,very,melancholy,1
very,melancholy,voice,1
melancholy,voice,Repeat,1
voice,Repeat,YOU,1
Repeat,YOU,ARE,1
FATHER,WILLIAM,said,1
WILLIAM,said,the,1
Caterpillar,Alice,folded,1
Alice,folded,her,1
folded,her,hands,1
hands,and,began,1
and,began,You,1
began,You,are,1
are,old,Father,1
old,Father,William,1
Father,William,the,1
William,the,young,1
the,young,man,1
young,man,said,1
man,said,And,1
said,And,your,1
And,your,hair,1
your,hair,has,1
hair,has,become,1
has,become,very,1
become,very,white,1
very,white,And,1
white,And,yet,1
And,yet,you,1
yet,you,incessantly,1
you,incessantly,stand,1
incessantly,stand,on,1
stand,on,your,1
on,your,head,1
your,head,Do,1
head,Do,you,1
you,think,at,1
think,at,your,1
at,your,age,1
your,age,it,1
age,it,is,1
it,is,right,1
is,right,In,1
right,In,my,1
my,youth,Father,1
youth,Father,William,1
Father,William,replied,1
William,replied,to,1
replied,to,his,1
to,his,son,1
his,son,I,1
son,I,feared,1
I,feared,it,1
feared,it,might,1
it,might,injure,1
might,injure,the,1
injure,the,brain,1
the,brain,But,1
brain,But,now,1
But,now,that,1
now,that,Im,1
that,Im,perfectly,1
Im,perfectly,sure,1
perfectly,sure,I,1
sure,I,have,1
I,have,none,1
have,none,Why,1
none,Why,I,1
Why,I,do,1
I,do,it,1
do,it,again,1
it,again,and,1
again,and,again,1
and,again,You,1
again,You,are,1
the,youth,as,1
youth,as,I,1
as,I,mentioned,1
I,mentioned,before,1
mentioned,before,And,1
before,And,have,1
And,have,grown,1
have,grown,most,1
grown,most,uncommonly,1
most,uncommonly,fat,1
uncommonly,fat,Yet,1
fat,Yet,you,1
Yet,you,turned,1
you,turned,a,1
turned,a,backsomersault,1
a,backsomersault,in,1
backsomersault,in,at,1
the,door,Pray,1
door,Pray,what,1
Pray,what,is,1
is,the,reason,1
the,reason,of,1
reason,of,that,1
of,that,In,1
that,In,my,1
youth,said,the,1
said,the,sage,1
the,sage,as,1
sage,as,he,1
as,he,shook,1
he,shook,his,1
shook,his,grey,1
his,grey,locks,1
grey,locks,I,1
locks,I,kept,1
I,kept,all,1
kept,all,my,1
all,my,limbs,1
my,limbs,very,1
limbs,very,supple,1
very,supple,By,1
supple,By,the,1
By,the,use,1
use,of,this,1
of,this,ointmentone,1
this,ointmentone,shilling,1
ointmentone,shilling,the,1
shilling,the,box,1
the,box,Allow,1
box,Allow,me,1
Allow,me,to,1
me,to,sell,1
to,sell,you,1
sell,you,a,1
you,a,couple,1
a,couple,You,1
couple,You,are,1
the,youth,and,1
youth,and,your,1
and,your,jaws,1
your,jaws,are,1
jaws,are,too,1
are,too,weak,1
too,weak,For,1
weak,For,anything,1
For,anything,tougher,1
anything,tougher,than,1
tougher,than,suet,1
than,suet,Yet,1
suet,Yet,you,1
Yet,you,finished,1
you,finished,the,1
finished,the,goose,1
the,goose,with,1
goose,with,the,1
with,the,bones,1
the,bones,and,1
bones,and,the,1
and,the,beak,1
the,beak,Pray,1
beak,Pray,how,1
Pray,how,did,1
you,manage,to,1
manage,to,do,1
do,it,In,1
it,In,my,1
youth,said,his,1
said,his,father,1
his,father,I,1
father,I,took,1
I,took,to,1
took,to,the,1
to,the,law,1
the,law,And,1
law,And,argued,1
And,argued,each,1
argued,each,case,1
each,case,with,1
case,with,my,1
with,my,wife,1
my,wife,And,1
wife,And,the,1
And,the,muscular,1
the,muscular,strength,1
muscular,strength,which,1
strength,which,it,1
which,it,gave,1
it,gave,to,1
gave,to,my,1
to,my,jaw,1
my,jaw,Has,1
jaw,Has,lasted,1
Has,lasted,the,1
lasted,the,rest,1
rest,of,my,1
of,my,life,1
my,life,You,1
life,You,are,1
the,youth,one,1
youth,one,would,1
one,would,hardly,1
would,hardly,suppose,1
hardly,suppose,That,1
suppose,That,your,1
That,your,eye,1
your,eye,was,1
eye,was,as,1
was,as,steady,1
as,steady,as,1
steady,as,ever,1
as,ever,Yet,1
ever,Yet,you,1
Yet,you,balanced,1
you,balanced,an,1
balanced,an,eel,1
an,eel,on,1
eel,on,the,1
on,the,end,1
end,of,your,1
of,your,nose,1
your,nose,What,1
nose,What,made,1
What,made,you,1
made,you,so,1
you,so,awfully,1
so,awfully,clever,1
awfully,clever,I,1
clever,I,have,1
I,have,answered,1
have,answered,three,1
answered,three,questions,1
three,questions,and,1
questions,and,that,1
and,that,is,1
that,is,enough,1
is,enough,Said,1
enough,Said,his,1
Said,his,father,1
his,father,dont,1
father,dont,give,1
dont,give,yourself,1
give,yourself,airs,1
yourself,airs,Do,1
airs,Do,you,1
you,think,I,1
I,can,listen,1
can,listen,all,1
listen,all,day,1
all,day,to,1
day,to,such,1
to,such,stuff,1
such,stuff,Be,1
stuff,Be,off,1
Be,off,or,1
off,or,Ill,1
or,Ill,kick,1
Ill,kick,you,1
kick,you,down,1
you,down,stairs,1
down,stairs,That,1
stairs,That,is,1
That,is,not,1
is,not,said,1
not,said,right,1
said,right,said,1
the,Caterpillar,Not,1
Caterpillar,Not,QUITE,1
Not,QUITE,right,1
QUITE,right,Im,1
right,Im,afraid,1
Im,afraid,said,1
afraid,said,Alice,1
Alice,timidly,some,1
timidly,some,of,1
the,words,have,1
words,have,got,1
have,got,altered,1
got,altered,It,1
altered,It,is,1
It,is,wrong,1
is,wrong,from,1
wrong,from,beginning,1
from,beginning,to,1
beginning,to,end,1
to,end,said,1
end,said,the,1
the,Caterpillar,decidedly,1
Caterpillar,decidedly,and,1
decidedly,and,there,1
there,was,silence,1
was,silence,for,1
silence,for,some,1
some,minutes,The,1
minutes,The,Caterpillar,1
The,Caterpillar,was,1
Caterpillar,was,the,1
first,to,speak,1
to,speak,What,1
speak,What,size,1
What,size,do,1
size,do,you,1
do,you,want,1
want,to,be,1
to,be,it,1
be,it,asked,1
it,asked,Oh,1
asked,Oh,Im,1
Oh,Im,not,1
Im,not,particular,1
not,particular,as,1
particular,as,to,1
as,to,size,1
to,size,Alice,1
size,Alice,hastily,1
hastily,replied,only,1
replied,only,one,1
only,one,doesnt,1
one,doesnt,like,1
doesnt,like,changing,1
like,changing,so,1
changing,so,often,1
so,often,you,1
often,you,know,1
know,I,DONT,1
I,DONT,know,1
DONT,know,said,1
Caterpillar,Alice,said,1
never,been,so,1
been,so,much,1
so,much,contradicted,1
much,contradicted,in,1
contradicted,in,her,1
her,life,before,1
life,before,and,1
before,and,she,1
she,was,losing,1
was,losing,her,1
losing,her,temper,1
her,temper,Are,1
temper,Are,you,1
Are,you,content,1
you,content,now,1
content,now,said,1
now,said,the,1
Caterpillar,Well,I,1
Well,I,should,1
be,a,LITTLE,1
a,LITTLE,larger,1
LITTLE,larger,sir,1
larger,sir,if,1
sir,if,you,1
if,you,wouldnt,1
you,wouldnt,mind,1
wouldnt,mind,said,1
mind,said,Alice,1
said,Alice,three,1
Alice,three,inches,1
three,inches,is,1
inches,is,such,1
such,a,wretched,1
a,wretched,height,1
wretched,height,to,1
height,to,be,1
to,be,It,1
be,It,is,1
It,is,a,1
is,a,very,1
a,very,good,1
very,good,height,1
good,height,indeed,1
height,indeed,said,1
the,Caterpillar,angrily,1
Caterpillar,angrily,rearing,1
angrily,rearing,itself,1
rearing,itself,upright,1
itself,upright,as,1
upright,as,it,1
it,spoke,it,1
spoke,it,was,1
it,was,exactly,1
was,exactly,three,1
exactly,three,inches,1
three,inches,high,1
inches,high,But,1
high,But,Im,1
But,Im,not,1
Im,not,used,1
not,used,to,1
to,it,pleaded,1
poor,Alice,in,1
in,a,piteous,1
a,piteous,tone,1
piteous,tone,And,1
tone,And,she,1
And,she,thought,1
she,thought,of,1
thought,of,herself,1
of,herself,I,1
herself,I,wish,1
I,wish,the,1
wish,the,creatures,1
the,creatures,wouldnt,1
creatures,wouldnt,be,1
be,so,easily,1
easily,offended,Youll,1
offended,Youll,get,1
Youll,get,used,1
get,used,to,1
it,in,time,1
in,time,said,1
Caterpillar,and,it,1
and,it,put,1
it,put,the,1
put,the,hookah,1
the,hookah,into,1
hookah,into,its,1
into,its,mouth,1
mouth,and,began,1
and,began,smoking,1
began,smoking,again,1
smoking,again,This,1
again,This,time,1
This,time,Alice,1
time,Alice,waited,1
Alice,waited,patiently,1
waited,patiently,until,1
patiently,until,it,1
until,it,chose,1
it,chose,to,1
chose,to,speak,1
to,speak,again,1
speak,again,In,1
again,In,a,1
In,a,minute,1
or,two,the,1
two,the,Caterpillar,1
mouth,and,yawned,1
and,yawned,once,1
yawned,once,or,1
or,twice,and,1
twice,and,shook,1
and,shook,itself,1
shook,itself,Then,1
itself,Then,it,1
Then,it,got,1
it,got,down,1
got,down,off,1
down,off,the,1
off,the,mushroom,1
mushroom,and,crawled,1
and,crawled,away,1
crawled,away,in,1
away,in,the,1
in,the,grass,1
the,grass,merely,1
grass,merely,remarking,1
merely,remarking,as,1
remarking,as,it,1
it,went,One,1
went,One,side,1
One,side,will,1
you,grow,taller,1
grow,taller,and,1
taller,and,the,1
other,side,will,1
you,grow,shorter,1
grow,shorter,One,1
shorter,One,side,1
One,side,of,1
of,WHAT,The,1
WHAT,The,other,1
The,other,side,1
to,herself,Of,1
herself,Of,the,1
Of,the,mushroom,1
the,mushroom,said,1
mushroom,said,the,1
the,Caterpillar,just,1
Caterpillar,just,as,1
she,had,asked,1
had,asked,it,1
asked,it,aloud,1
it,aloud,and,1
aloud,and,in,1
another,moment,it,1
moment,it,was,1
it,was,out,1
of,sight,Alice,1
sight,Alice,remained,1
Alice,remained,looking,1
remained,looking,thoughtfully,1
looking,thoughtfully,at,1
thoughtfully,at,the,1
the,mushroom,for,1
mushroom,for,a,1
a,minute,trying,1
minute,trying,to,1
trying,to,make,1
make,out,which,1
out,which,were,1
which,were,the,1
were,the,two,1
the,two,sides,1
two,sides,of,1
it,and,as,1
it,was,perfectly,1
was,perfectly,round,1
perfectly,round,she,1
round,she,found,1
she,found,this,1
found,this,a,1
very,difficult,question,1
difficult,question,However,1
question,However,at,1
However,at,last,1
last,she,stretched,1
she,stretched,her,1
stretched,her,arms,1
her,arms,round,1
arms,round,it,1
round,it,as,1
it,as,far,1
as,far,as,1
far,as,they,1
as,they,would,1
they,would,go,1
would,go,and,1
go,and,broke,1
and,broke,off,1
broke,off,a,1
off,a,bit,1
a,bit,of,1
bit,of,the,1
of,the,edge,1
the,edge,with,1
edge,with,each,1
with,each,hand,1
each,hand,And,1
hand,And,now,1
And,now,which,1
now,which,is,1
which,is,which,1
is,which,she,1
which,she,said,1
herself,and,nibbled,1
and,nibbled,a,1
nibbled,a,little,1
little,of,the,1
of,the,righthand,1
righthand,bit,to,1
bit,to,try,1
try,the,effect,1
the,effect,the,1
effect,the,next,1
next,moment,she,1
moment,she,felt,1
felt,a,violent,1
a,violent,blow,1
violent,blow,underneath,1
blow,underneath,her,1
underneath,her,chin,1
her,chin,it,1
chin,it,had,1
it,had,struck,1
had,struck,her,1
struck,her,foot,1
her,foot,She,1
foot,She,was,1
deal,frightened,by,1
frightened,by,this,1
by,this,very,1
this,very,sudden,1
very,sudden,change,1
change,but,she,1
but,she,felt,1
felt,that,there,1
was,no,time,1
time,to,be,1
be,lost,as,1
lost,as,she,1
she,was,shrinking,1
was,shrinking,rapidly,1
shrinking,rapidly,so,1
rapidly,so,she,1
to,work,at,1
work,at,once,1
at,once,to,1
once,to,eat,1
to,eat,some,1
eat,some,of,1
the,other,bit,1
other,bit,Her,1
bit,Her,chin,1
Her,chin,was,1
chin,was,pressed,1
was,pressed,so,1
pressed,so,closely,1
so,closely,against,1
closely,against,her,1
against,her,foot,1
her,foot,that,1
foot,that,there,1
there,was,hardly,1
was,hardly,room,1
hardly,room,to,1
room,to,open,1
to,open,her,1
open,her,mouth,1
her,mouth,but,1
mouth,but,she,1
she,did,it,1
did,it,at,1
it,at,last,1
last,and,managed,1
and,managed,to,1
managed,to,swallow,1
to,swallow,a,1
swallow,a,morsel,1
a,morsel,of,1
morsel,of,the,1
lefthand,bit,Come,1
bit,Come,my,1
Come,my,heads,1
my,heads,free,1
heads,free,at,1
free,at,last,1
at,last,said,1
last,said,Alice,1
tone,of,delight,1
of,delight,which,1
delight,which,changed,1
which,changed,into,1
changed,into,alarm,1
into,alarm,in,1
alarm,in,another,1
another,moment,when,1
moment,when,she,1
when,she,found,1
she,found,that,1
found,that,her,1
that,her,shoulders,1
her,shoulders,were,1
shoulders,were,nowhere,1
to,be,found,1
be,found,all,1
found,all,she,1
could,see,when,1
see,when,she,1
looked,down,was,1
down,was,an,1
was,an,immense,1
an,immense,length,1
immense,length,of,1
length,of,neck,1
of,neck,which,1
neck,which,seemed,1
seemed,to,rise,1
to,rise,like,1
rise,like,a,1
like,a,stalk,1
a,stalk,out,1
stalk,out,of,1
of,a,sea,1
a,sea,of,1
sea,of,green,1
of,green,leaves,1
green,leaves,that,1
leaves,that,lay,1
that,lay,far,1
lay,far,below,1
far,below,her,1
below,her,What,1
her,What,CAN,1
What,CAN,all,1
CAN,all,that,1
all,that,green,1
that,green,stuff,1
green,stuff,be,1
stuff,be,said,1
be,said,Alice,1
said,Alice,And,1
Alice,And,where,1
And,where,HAVE,1
where,HAVE,my,1
HAVE,my,shoulders,1
my,shoulders,got,1
shoulders,got,to,1
got,to,And,1
to,And,oh,1
And,oh,my,1
oh,my,poor,1
my,poor,hands,1
poor,hands,how,1
hands,how,is,1
how,is,it,1
is,it,I,1
it,I,cant,1
I,cant,see,1
cant,see,you,1
see,you,She,1
you,She,was,1
She,was,moving,1
was,moving,them,1
moving,them,about,1
them,about,as,1
about,as,she,1
she,spoke,but,1
spoke,but,no,1
but,no,result,1
no,result,seemed,1
result,seemed,to,1
seemed,to,follow,1
to,follow,except,1
follow,except,a,1
except,a,little,1
a,little,shaking,1
little,shaking,among,1
shaking,among,the,1
among,the,distant,1
the,distant,green,1
distant,green,leaves,1
green,leaves,As,1
leaves,As,there,1
As,there,seemed,1
chance,of,getting,1
of,getting,her,1
getting,her,hands,1
her,hands,up,1
hands,up,to,1
to,her,head,1
her,head,she,1
head,she,tried,1
tried,to,get,1
to,get,her,1
her,head,down,1
head,down,to,1
down,to,them,1
them,and,was,1
find,that,her,1
that,her,neck,1
her,neck,would,1
