word,count
and,fetch,1
fetch,me,1
of,gloves,1
fan,Quick,1
Quick,now,1
now,And,1
And,Alice,1
frightened,that,1
direction,it,1
it,pointed,1
pointed,to,1
to,without,1
without,trying,1
the,mistake,1
mistake,it,1
made,He,1
He,took,1
took,me,1
for,his,1
his,housemaid,1
housemaid,she,1
ran,How,1
How,surprised,1
surprised,hell,1
hell,be,1
be,when,1
he,finds,1
finds,out,1
am,But,1
But,Id,1
Id,better,1
better,take,1
take,him,1
him,his,1
his,fan,1
and,glovesthat,1
glovesthat,is,1
is,if,1
find,them,1
them,As,1
a,neat,1
neat,little,1
house,on,1
of,which,1
bright,brass,1
brass,plate,1
plate,with,1
name,W,1
W,RABBIT,1
RABBIT,engraved,1
engraved,upon,1
in,without,1
without,knocking,1
knocking,and,1
hurried,upstairs,1
upstairs,in,1
great,fear,1
fear,lest,1
lest,she,1
should,meet,1
meet,the,1
the,real,1
real,Mary,1
Ann,and,1
and,be,1
be,turned,1
house,before,1
found,the,1
gloves,How,1
queer,it,1
seems,Alice,1
be,going,1
going,messages,1
messages,for,1
rabbit,I,1
suppose,Dinahll,1
Dinahll,be,1
be,sending,1
sending,me,1
me,on,1
on,messages,1
messages,next,1
next,And,1
began,fancying,1
fancying,the,1
thing,that,1
happen,Miss,1
Miss,Alice,1
Come,here,1
here,directly,1
directly,and,1
ready,for,1
your,walk,1
walk,Coming,1
Coming,in,1
minute,nurse,1
nurse,But,1
But,Ive,1
mouse,doesnt,1
doesnt,get,1
out,Only,1
Only,I,1
think,Alice,1
that,theyd,1
theyd,let,1
let,Dinah,1
Dinah,stop,1
stop,in,1
house,if,1
it,began,1
began,ordering,1
ordering,people,1
people,about,1
that,By,1
By,this,1
a,tidy,1
tidy,little,1
little,room,1
room,with,1
table,in,1
had,hoped,1
hoped,a,1
three,pairs,1
pairs,of,1
of,tiny,1
tiny,white,1
gloves,she,1
the,gloves,1
just,going,1
room,when,1
when,her,1
fell,upon,1
bottle,that,1
the,lookingglass,1
lookingglass,There,1
no,label,1
label,this,1
ME,but,1
but,nevertheless,1
nevertheless,she,1
she,uncorked,1
uncorked,it,1
her,lips,1
lips,I,1
know,SOMETHING,1
SOMETHING,interesting,1
interesting,is,1
is,sure,1
happen,she,1
herself,whenever,1
whenever,I,1
drink,anything,1
anything,so,1
so,Ill,1
Ill,just,1
just,see,1
what,this,1
bottle,does,1
does,I,1
do,hope,1
hope,itll,1
itll,make,1
grow,large,1
large,again,1
for,really,1
really,Im,1
Im,quite,1
being,such,1
tiny,little,1
thing,It,1
It,did,1
so,indeed,1
indeed,and,1
and,much,1
much,sooner,1
sooner,than,1
than,she,1
had,expected,1
expected,before,1
had,drunk,1
drunk,half,1
half,the,1
bottle,she,1
head,pressing,1
pressing,against,1
the,ceiling,1
ceiling,and,1
to,stoop,1
stoop,to,1
to,save,1
save,her,1
neck,from,1
being,broken,1
broken,She,1
She,hastily,1
hastily,put,1
bottle,saying,1
herself,Thats,1
Thats,quite,1
quite,enoughI,1
enoughI,hope,1
hope,I,1
shant,grow,1
grow,any,1
any,moreAs,1
moreAs,it,1
cant,get,1
the,doorI,1
doorI,do,1
hadnt,drunk,1
drunk,quite,1
quite,so,1
much,Alas,1
Alas,it,1
too,late,1
late,to,1
to,wish,1
wish,that,1
that,She,1
soon,had,1
to,kneel,1
kneel,down,1
floor,in,1
minute,there,1
even,room,1
effect,of,1
of,lying,1
one,elbow,1
elbow,against,1
other,arm,1
arm,curled,1
curled,round,1
head,Still,1
Still,she,1
a,last,1
last,resource,1
resource,she,1
put,one,1
one,arm,1
arm,out,1
and,one,1
foot,up,1
chimney,and,1
do,no,1
more,whatever,1
whatever,happens,1
happens,What,1
What,WILL,1
WILL,become,1
me,Luckily,1
Luckily,for,1
for,Alice,1
little,magic,1
magic,bottle,1
bottle,had,1
had,now,1
now,had,1
had,its,1
its,full,1
full,effect,1
effect,and,1
she,grew,1
grew,no,1
no,larger,1
larger,still,1
uncomfortable,and,1
of,chance,1
her,ever,1
ever,getting,1
getting,out,1
room,again,1
again,no,1
no,wonder,1
wonder,she,1
felt,unhappy,1
unhappy,It,1
was,much,1
much,pleasanter,1
pleasanter,at,1
home,thought,1
one,wasnt,1
wasnt,always,1
always,growing,1
growing,larger,1
larger,and,1
and,smaller,1
smaller,and,1
being,ordered,1
about,by,1
by,mice,1
mice,and,1
and,rabbits,1
rabbits,I,1
hadnt,gone,1
gone,down,1
down,that,1
that,rabbitholeand,1
rabbitholeand,yetand,1
yetand,yetits,1
yetits,rather,1
rather,curious,1
curious,you,1
know,this,1
life,I,1
do,wonder,1
what,CAN,1
CAN,have,1
have,happened,1
me,When,1
When,I,1
to,read,1
read,fairytales,1
fairytales,I,1
I,fancied,1
fancied,that,1
that,kind,1
thing,never,1
never,happened,1
happened,and,1
now,here,1
am,in,1
one,There,1
There,ought,1
book,written,1
written,about,1
about,me,1
there,ought,1
ought,And,1
And,when,1
up,Ill,1
Ill,write,1
write,onebut,1
onebut,Im,1
Im,grown,1
up,now,1
tone,at,1
least,theres,1
up,any,1
more,HERE,1
HERE,But,1
But,then,1
Alice,shall,1
I,NEVER,1
NEVER,get,1
get,any,1
any,older,1
than,I,1
am,now,1
now,Thatll,1
Thatll,be,1
a,comfort,1
comfort,one,1
one,waynever,1
waynever,to,1
old,womanbut,1
womanbut,thenalways,1
thenalways,to,1
have,lessons,1
learn,Oh,1
shouldnt,like,1
like,THAT,1
THAT,Oh,1
you,foolish,1
foolish,Alice,1
she,answered,1
answered,herself,1
herself,How,1
How,can,1
you,learn,1
learn,lessons,1
here,Why,1
for,YOU,1
YOU,and,1
room,at,1
all,for,1
any,lessonbooks,1
lessonbooks,And,1
on,taking,1
taking,first,1
first,one,1
conversation,of,1
it,altogether,1
altogether,but,1
minutes,she,1
voice,outside,1
outside,and,1
and,stopped,1
stopped,to,1
listen,Mary,1
Ann,Mary,1
Ann,said,1
voice,Fetch,1
Fetch,me,1
me,my,1
my,gloves,1
gloves,this,1
moment,Then,1
Then,came,1
feet,on,1
the,stairs,1
stairs,Alice,1
Alice,knew,1
knew,it,1
Rabbit,coming,1
look,for,1
she,trembled,1
trembled,till,1
she,shook,1
shook,the,1
house,quite,1
forgetting,that,1
a,thousand,1
thousand,times,1
times,as,1
no,reason,1
reason,to,1
it,Presently,1
Presently,the,1
open,it,1
but,as,1
door,opened,1
opened,inwards,1
inwards,and,1
Alices,elbow,1
elbow,was,1
pressed,hard,1
hard,against,1
against,it,1
it,that,1
that,attempt,1
attempt,proved,1
proved,a,1
a,failure,1
failure,Alice,1
Then,Ill,1
Ill,go,1
window,THAT,1
THAT,you,1
wont,thought,1
after,waiting,1
waiting,till,1
she,fancied,1
fancied,she,1
Rabbit,just,1
just,under,1
window,she,1
she,suddenly,1
suddenly,spread,1
a,snatch,1
air,She,1
fall,and,1
a,crash,1
crash,of,1
glass,from,1
from,which,1
she,concluded,1
concluded,that,1
just,possible,1
possible,it,1
a,cucumberframe,1
cucumberframe,or,1
or,something,1
something,of,1
sort,Next,1
came,an,1
angry,voicethe,1
voicethe,RabbitsPat,1
RabbitsPat,Pat,1
Pat,Where,1
Where,are,1
voice,she,1
heard,before,1
before,Sure,1
Sure,then,1
then,Im,1
Im,here,1
here,Digging,1
apples,yer,1
honour,Digging,1
apples,indeed,1
Rabbit,angrily,1
angrily,Here,1
Here,Come,1
Come,and,1
help,me,1
of,THIS,1
THIS,Sounds,1
Sounds,of,1
more,broken,1
glass,Now,1
Now,tell,1
me,Pat,1
Pat,whats,1
whats,that,1
Sure,its,1
arm,yer,1
honour,He,1
He,pronounced,1
pronounced,it,1
it,arrum,1
arrum,An,1
An,arm,1
arm,you,1
you,goose,1
goose,Who,1
Who,ever,1
one,that,1
that,size,1
size,Why,1
Why,it,1
it,fills,1
fills,the,1
whole,window,1
Sure,it,1
does,yer,1
honour,but,1
arm,for,1
that,Well,1
Well,its,1
its,got,1
business,there,1
there,at,1
rate,go,1
take,it,1
away,There,1
silence,after,1
after,this,1
only,hear,1
hear,whispers,1
whispers,now,1
then,such,1
as,Sure,1
Sure,I,1
it,yer,1
honour,at,1
all,Do,1
Do,as,1
you,coward,1
coward,and,1
she,spread,1
hand,again,1
another,snatch,1
air,This,1
were,TWO,1
TWO,little,1
little,shrieks,1
shrieks,and,1
more,sounds,1
sounds,of,1
glass,What,1
of,cucumberframes,1
cucumberframes,there,1
there,must,1
be,thought,1
what,theyll,1
next,As,1
As,for,1
for,pulling,1
pulling,me,1
window,I,1
they,COULD,1
COULD,Im,1
stay,in,1
here,any,1
longer,She,1
She,waited,1
without,hearing,1
hearing,anything,1
more,at,1
last,came,1
a,rumbling,1
rumbling,of,1
little,cartwheels,1
cartwheels,and,1
the,sound,1
many,voices,1
voices,all,1
talking,together,1
together,she,1
words,Wheres,1
Wheres,the,1
other,ladderWhy,1
ladderWhy,I,1
hadnt,to,1
bring,but,1
but,one,1
one,Bills,1
got,the,1
the,otherBill,1
otherBill,fetch,1
it,here,1
here,ladHere,1
ladHere,put,1
put,em,1
em,up,1
this,cornerNo,1
cornerNo,tie,1
tie,em,1
em,together,1
together,firstthey,1
firstthey,dont,1
dont,reach,1
reach,half,1
half,high,1
high,enough,1
enough,yetOh,1
yetOh,theyll,1
do,well,1
enough,dont,1
be,particularHere,1
particularHere,Bill,1
Bill,catch,1
catch,hold,1
this,ropeWill,1
ropeWill,the,1
roof,bearMind,1
bearMind,that,1
that,loose,1
loose,slateOh,1
slateOh,its,1
its,coming,1
coming,down,1
down,Heads,1
Heads,below,1
below,a,1
loud,crashNow,1
crashNow,who,1
who,did,1
did,thatIt,1
thatIt,was,1
I,fancyWhos,1
fancyWhos,to,1
the,chimneyNay,1
chimneyNay,I,1
shant,YOU,1
YOU,do,1
do,itThat,1
itThat,I,1
wont,thenBills,1
thenBills,to,1
go,downHere,1
downHere,Bill,1
the,master,1
master,says,1
says,youre,1
youre,to,1
chimney,Oh,1
Oh,So,1
So,Bills,1
come,down,1
chimney,has,1
has,he,1
herself,Shy,1
Shy,they,1
they,seem,1
put,everything,1
everything,upon,1
upon,Bill,1
in,Bills,1
Bills,place,1
place,for,1
deal,this,1
this,fireplace,1
fireplace,is,1
is,narrow,1
narrow,to,1
sure,but,1
THINK,I,1
can,kick,1
kick,a,1
little,She,1
She,drew,1
drew,her,1
foot,as,1
far,down,1
chimney,as,1
little,animal,1
animal,she,1
couldnt,guess,1
guess,of,1
what,sort,1
sort,it,1
was,scratching,1
scratching,and,1
and,scrambling,1
scrambling,about,1
chimney,close,1
close,above,1
above,her,1
her,then,1
then,saying,1
herself,This,1
is,Bill,1
Bill,she,1
gave,one,1
one,sharp,1
sharp,kick,1
kick,and,1
waited,to,1
next,The,1
heard,was,1
general,chorus,1
of,There,1
There,goes,1
goes,Bill,1
Bill,then,1
voice,alongCatch,1
alongCatch,him,1
him,you,1
you,by,1
hedge,then,1
then,silence,1
silence,and,1
then,another,1
another,confusion,1
confusion,of,1
of,voicesHold,1
voicesHold,up,1
up,his,1
his,headBrandy,1
headBrandy,nowDont,1
nowDont,choke,1
choke,himHow,1
himHow,was,1
was,it,1
it,old,1
fellow,What,1
What,happened,1
you,Tell,1
us,all,1
it,Last,1
Last,came,1
little,feeble,1
feeble,squeaking,1
squeaking,voice,1
voice,Thats,1
Thats,Bill,1
Bill,thought,1
I,hardly,1
hardly,knowNo,1
knowNo,more,1
more,thank,1
thank,ye,1
ye,Im,1
Im,better,1
better,nowbut,1
nowbut,Im,1
too,flustered,1
flustered,to,1
tell,youall,1
youall,I,1
is,something,1
something,comes,1
comes,at,1
a,Jackinthebox,1
Jackinthebox,and,1
up,I,1
I,goes,1
goes,like,1
a,skyrocket,1
skyrocket,So,1
did,old,1
fellow,said,1
others,We,1
must,burn,1
burn,the,1
house,down,1
down,said,1
out,as,1
as,loud,1
loud,as,1
could,If,1
Ill,set,1
set,Dinah,1
Dinah,at,1
at,you,1
you,There,1
silence,instantly,1
they,WILL,1
WILL,do,1
next,If,1
If,they,1
any,sense,1
sense,theyd,1
theyd,take,1
roof,off,1
off,After,1
two,they,1
began,moving,1
moving,about,1
about,again,1
say,A,1
barrowful,will,1
will,do,1
with,A,1
barrowful,of,1
not,long,1
long,to,1
to,doubt,1
doubt,for,1
moment,a,1
little,pebbles,1
pebbles,came,1
came,rattling,1
rattling,in,1
them,hit,1
the,face,1
face,Ill,1
Ill,put,1
a,stop,1
stop,to,1
and,shouted,1
shouted,out,1
out,Youd,1
Youd,better,1
not,do,1
that,again,1
again,which,1
which,produced,1
produced,another,1
another,dead,1
noticed,with,1
some,surprise,1
surprise,that,1
the,pebbles,1
pebbles,were,1
all,turning,1
turning,into,1
into,little,1
little,cakes,1
cakes,as,1
lay,on,1
floor,and,1
head,If,1
eat,one,1
of,these,1
these,cakes,1
cakes,she,1
thought,its,1
its,sure,1
make,SOME,1
SOME,change,1
change,in,1
my,size,1
size,and,1
it,cant,1
cant,possibly,1
possibly,make,1
me,larger,1
larger,it,1
must,make,1
me,smaller,1
suppose,So,1
she,swallowed,1
swallowed,one,1
the,cakes,1
cakes,and,1
began,shrinking,1
shrinking,directly,1
directly,As,1
was,small,1
small,enough,1
ran,out,1
found,quite,1
a,crowd,1
crowd,of,1
little,animals,1
and,birds,1
birds,waiting,1
waiting,outside,1
outside,The,1
little,Lizard,1
Lizard,Bill,1
Bill,was,1
middle,being,1
being,held,1
held,up,1
by,two,1
two,guineapigs,1
guineapigs,who,1
were,giving,1
it,something,1
something,out,1
bottle,They,1
a,rush,1
appeared,but,1
off,as,1
and,soon,1
herself,safe,1
safe,in,1
a,thick,1
thick,wood,1
wood,The,1
thing,Ive,1
she,wandered,1
wood,is,1
grow,to,1
size,again,1
second,thing,1
find,my,1
my,way,1
garden,I,1
that,will,1
best,plan,1
plan,It,1
It,sounded,1
sounded,an,1
excellent,plan,1
plan,no,1
doubt,and,1
very,neatly,1
neatly,and,1
and,simply,1
simply,arranged,1
arranged,the,1
smallest,idea,1
set,about,1
and,while,1
was,peering,1
peering,about,1
about,anxiously,1
anxiously,among,1
trees,a,1
little,sharp,1
sharp,bark,1
bark,just,1
just,over,1
over,her,1
head,made,1
her,look,1
hurry,An,1
An,enormous,1
enormous,puppy,1
puppy,was,1
her,with,1
large,round,1
round,eyes,1
and,feebly,1
feebly,stretching,1
stretching,out,1
out,one,1
one,paw,1
paw,trying,1
to,touch,1
touch,her,1
her,Poor,1
Poor,little,1
a,coaxing,1
coaxing,tone,1
tried,hard,1
hard,to,1
to,whistle,1
whistle,to,1
was,terribly,1
terribly,frightened,1
frightened,all,1
time,at,1
hungry,in,1
which,case,1
case,it,1
be,very,1
eat,her,1
her,up,1
in,spite,1
spite,of,1
her,coaxing,1
coaxing,Hardly,1
Hardly,knowing,1
knowing,what,1
did,she,1
up,a,1
of,stick,1
held,it,1
puppy,whereupon,1
whereupon,the,1
puppy,jumped,1
jumped,into,1
air,off,1
off,all,1
once,with,1
a,yelp,1
yelp,of,1
delight,and,1
and,rushed,1
rushed,at,1
made,believe,1
believe,to,1
to,worry,1
worry,it,1
Alice,dodged,1
dodged,behind,1
behind,a,1
great,thistle,1
thistle,to,1
keep,herself,1
herself,from,1
being,run,1
run,over,1
appeared,on,1
side,the,1
puppy,made,1
another,rush,1
and,tumbled,1
tumbled,head,1
head,over,1
over,heels,1
heels,in,1
its,hurry,1
Alice,thinking,1
thinking,it,1
like,having,1
having,a,1
of,play,1
a,carthorse,1
carthorse,and,1
and,expecting,1
expecting,every,1
every,moment,1
be,trampled,1
trampled,under,1
under,its,1
feet,ran,1
ran,round,1
the,thistle,1
thistle,again,1
again,then,1
puppy,began,1
began,a,1
a,series,1
series,of,1
of,short,1
short,charges,1
charges,at,1
stick,running,1
running,a,1
way,forwards,1
forwards,each,1
each,time,1
way,back,1
and,barking,1
barking,hoarsely,1
hoarsely,all,1
while,till,1
till,at,1
good,way,1
off,panting,1
panting,with,1
its,tongue,1
tongue,hanging,1
hanging,out,1
and,its,1
its,great,1
great,eyes,1
eyes,half,1
half,shut,1
shut,This,1
This,seemed,1
for,making,1
making,her,1
her,escape,1
escape,so,1
set,off,1
ran,till,1
tired,and,1
and,out,1
and,till,1
the,puppys,1
puppys,bark,1
bark,sounded,1
sounded,quite,1
quite,faint,1
faint,in,1
distance,And,1
yet,what,1
dear,little,1
little,puppy,1
puppy,it,1
she,leant,1
leant,against,1
against,a,1
a,buttercup,1
buttercup,to,1
rest,herself,1
and,fanned,1
fanned,herself,1
herself,with,1
leaves,I,1
have,liked,1
liked,teaching,1
teaching,it,1
it,tricks,1
tricks,very,1
much,ifif,1
ifif,Id,1
Id,only,1
only,been,1
it,Oh,1
dear,Id,1
that,Ive,1
again,Let,1
me,seehow,1
seehow,IS,1
IS,it,1
be,managed,1
managed,I,1
suppose,I,1
drink,something,1
something,or,1
other,but,1
what,The,1
The,great,1
question,certainly,1
was,what,1
what,Alice,1
her,at,1
the,flowers,1
the,blades,1
blades,of,1
of,grass,1
grass,but,1
not,see,1
that,looked,1
looked,like,1
right,thing,1
drink,under,1
the,circumstances,1
circumstances,There,1
large,mushroom,1
mushroom,growing,1
growing,near,1
same,height,1
height,as,1
had,looked,1
looked,under,1
under,it,1
well,look,1
look,and,1
was,on,1
She,stretched,1
stretched,herself,1
on,tiptoe,1
tiptoe,and,1
and,peeped,1
peeped,over,1
eyes,immediately,1
immediately,met,1
met,those,1
those,of,1
large,caterpillar,1
caterpillar,that,1
top,with,1
folded,quietly,1
quietly,smoking,1
smoking,a,1
long,hookah,1
hookah,and,1
taking,not,1
smallest,notice,1
her,or,1
or,of,1
anything,else,1
else,CHAPTER,1
CHAPTER,V,1
V,Advice,1
Advice,from,1
a,Caterpillar,1
Caterpillar,The,1
at,each,1
other,for,1
time,in,1
silence,at,1
and,addressed,1
addressed,her,1
a,languid,1
languid,sleepy,1
voice,Who,1
Caterpillar,This,1
not,an,1
encouraging,opening,1
opening,for,1
rather,shyly,1
shyly,II,1
II,hardly,1
hardly,know,1
know,sir,1
sir,just,1
at,presentat,1
presentat,least,1
know,who,1
I,WAS,1
WAS,when,1
morning,but,1
changed,several,1
several,times,1
times,since,1
since,then,1
then,What,1
mean,by,1
by,that,1
Caterpillar,sternly,1
sternly,Explain,1
Explain,yourself,1
yourself,I,1
explain,MYSELF,1
MYSELF,Im,1
afraid,sir,1
Alice,because,1
not,myself,1
myself,you,1
see,I,1
Caterpillar,Im,1
cant,put,1
it,more,1
more,clearly,1
clearly,Alice,1
politely,for,1
cant,understand,1
understand,it,1
it,myself,1
myself,to,1
being,so,1
many,different,1
different,sizes,1
sizes,in,1
day,is,1
very,confusing,1
confusing,It,1
isnt,said,1
you,havent,1
havent,found,1
so,yet,1
a,chrysalisyou,1
chrysalisyou,will,1
will,some,1
some,day,1
day,you,1
you,knowand,1
knowand,then,1
then,after,1
that,into,1
a,butterfly,1
butterfly,I,1
think,youll,1
youll,feel,1
feel,it,1
little,queer,1
queer,wont,1
you,Not,1
Not,a,1
perhaps,your,1
your,feelings,1
feelings,may,1
be,different,1
different,said,1
Alice,all,1
queer,to,1
ME,You,1
You,said,1
Caterpillar,contemptuously,1
contemptuously,Who,1
YOU,Which,1
Which,brought,1
brought,them,1
them,back,1
little,irritated,1
irritated,at,1
the,Caterpillars,1
Caterpillars,making,1
such,VERY,1
VERY,short,1
short,remarks,1
remarks,and,1
she,drew,1
drew,herself,1
gravely,I,1
you,ought,1
me,who,1
who,YOU,1
YOU,are,1
are,first,1
first,Why,1
Caterpillar,Here,1
Here,was,1
another,puzzling,1
puzzling,question,1
as,Alice,1
any,good,1
good,reason,1
Caterpillar,seemed,1
VERY,unpleasant,1
unpleasant,state,1
of,mind,1
mind,she,1
turned,away,1
away,Come,1
Come,back,1
Caterpillar,called,1
her,Ive,1
Ive,something,1
something,important,1
This,sounded,1
sounded,promising,1
promising,certainly,1
certainly,Alice,1
Alice,turned,1
turned,and,1
came,back,1
again,Keep,1
Keep,your,1
your,temper,1
temper,said,1
Caterpillar,Is,1
Alice,swallowing,1
swallowing,down,1
her,anger,1
anger,as,1
could,No,1
well,wait,1
wait,as,1
perhaps,after,1
all,it,1
might,tell,1
something,worth,1
worth,hearing,1
hearing,For,1
it,puffed,1
puffed,away,1
without,speaking,1
speaking,but,1
it,unfolded,1
unfolded,its,1
arms,took,1
mouth,again,1
said,So,1
think,youre,1
youre,changed,1
changed,do,1
you,Im,1
am,sir,1
remember,things,1
things,as,1
I,usedand,1
usedand,I,1
dont,keep,1
keep,the,1
for,ten,1
ten,minutes,1
minutes,together,1
together,Cant,1
Cant,remember,1
remember,WHAT,1
WHAT,things,1
things,said,1
say,HOW,1
HOW,DOTH,1
DOTH,THE,1
THE,LITTLE,1
LITTLE,BUSY,1
BUSY,BEE,1
BEE,but,1
different,Alice,1
very,melancholy,1
melancholy,voice,1
voice,Repeat,1
Repeat,YOU,1
WILLIAM,said,1
Alice,folded,1
folded,her,1
began,You,1
old,Father,1
young,man,1
man,said,1
said,And,1
And,your,1
your,hair,1
hair,has,1
has,become,1
become,very,1
very,white,1
white,And,1
yet,you,1
you,incessantly,1
incessantly,stand,1
head,Do,1
think,at,1
at,your,1
your,age,1
age,it,1
is,right,1
right,In,1
youth,Father,1
William,replied,1
replied,to,1
his,son,1
son,I,1
I,feared,1
feared,it,1
might,injure,1
injure,the,1
the,brain,1
brain,But,1
But,now,1
now,that,1
Im,perfectly,1
perfectly,sure,1
have,none,1
none,Why,1
and,again,1
youth,as,1
I,mentioned,1
mentioned,before,1
before,And,1
And,have,1
have,grown,1
grown,most,1
most,uncommonly,1
uncommonly,fat,1
fat,Yet,1
you,turned,1
a,backsomersault,1
backsomersault,in,1
door,Pray,1
Pray,what,1
reason,of,1
that,In,1
the,sage,1
sage,as,1
his,grey,1
grey,locks,1
locks,I,1
I,kept,1
kept,all,1
my,limbs,1
limbs,very,1
very,supple,1
supple,By,1
this,ointmentone,1
ointmentone,shilling,1
shilling,the,1
the,box,1
box,Allow,1
Allow,me,1
sell,you,1
a,couple,1
couple,You,1
youth,and,1
your,jaws,1
jaws,are,1
are,too,1
too,weak,1
weak,For,1
For,anything,1
anything,tougher,1
tougher,than,1
than,suet,1
suet,Yet,1
you,finished,1
the,goose,1
goose,with,1
the,bones,1
bones,and,1
the,beak,1
beak,Pray,1
Pray,how,1
manage,to,1
it,In,1
said,his,1
father,I,1
I,took,1
took,to,1
law,And,1
And,argued,1
argued,each,1
each,case,1
with,my,1
my,wife,1
wife,And,1
the,muscular,1
muscular,strength,1
strength,which,1
which,it,1
it,gave,1
gave,to,1
my,jaw,1
jaw,Has,1
Has,lasted,1
lasted,the,1
life,You,1
youth,one,1
one,would,1
would,hardly,1
hardly,suppose,1
suppose,That,1
That,your,1
your,eye,1
eye,was,1
as,steady,1
steady,as,1
ever,Yet,1
you,balanced,1
balanced,an,1
an,eel,1
eel,on,1
your,nose,1
nose,What,1
What,made,1
made,you,1
you,so,1
so,awfully,1
awfully,clever,1
clever,I,1
have,answered,1
answered,three,1
three,questions,1
questions,and,1
is,enough,1
enough,Said,1
Said,his,1
father,dont,1
give,yourself,1
yourself,airs,1
airs,Do,1
can,listen,1
listen,all,1
to,such,1
such,stuff,1
stuff,Be,1
Be,off,1
off,or,1
Ill,kick,1
kick,you,1
you,down,1
stairs,That,1
That,is,1
is,not,1
said,right,1
Caterpillar,Not,1
Not,QUITE,1
QUITE,right,1
right,Im,1
afraid,said,1
timidly,some,1
words,have,1
got,altered,1
altered,It,1
is,wrong,1
wrong,from,1
from,beginning,1
to,end,1
end,said,1
Caterpillar,decidedly,1
was,silence,1
silence,for,1
minutes,The,1
Caterpillar,was,1
speak,What,1
What,size,1
size,do,1
be,it,1
it,asked,1
asked,Oh,1
Oh,Im,1
not,particular,1
particular,as,1
to,size,1
size,Alice,1
replied,only,1
one,doesnt,1
doesnt,like,1
like,changing,1
changing,so,1
often,you,1
I,DONT,1
DONT,know,1
been,so,1
much,contradicted,1
contradicted,in,1
life,before,1
was,losing,1
losing,her,1
her,temper,1
temper,Are,1
Are,you,1
you,content,1
content,now,1
now,said,1
a,LITTLE,1
LITTLE,larger,1
larger,sir,1
sir,if,1
wouldnt,mind,1
Alice,three,1
inches,is,1
a,wretched,1
wretched,height,1
be,It,1
good,height,1
height,indeed,1
Caterpillar,angrily,1
angrily,rearing,1
rearing,itself,1
itself,upright,1
